ArticleCode;TrueDemandSegment;TrueProfile;Color;Category;Brand;Price;Demand01;Demand02;Demand03;Demand04;Demand05;Demand06;Demand07;Demand08;Demand09;Demand10;Demand11;Demand12;Demand13;Demand14;Demand15;Demand16;Demand17;Demand18;TotalDemand
223;3;3;Gray;Kitchen;Hyperive ;6.84;25;12;19;16;24;15;13;13;22;18;11;17;20;15;16;21;20;13;310
224;4;3;Orange;Sound;Hyperive ;6.78;20;18;23;26;27;25;19;22;18;23;25;30;13;24;12;14;20;20;379
225;5;3;Red;Games;Hyperive ;8.4;38;16;22;27;33;14;26;41;37;25;28;8;35;43;25;28;30;34;510
226;1;1;Red;Television;Animity ;36.84;1;1;2;2;1;2;2;3;3;2;2;4;3;4;3;6;7;8;56
227;2;1;Green;Smart home;Mudeo ;2.28;5;4;5;6;6;8;9;9;8;15;14;12;13;17;9;14;22;26;202
228;3;1;Orange;Kitchen;Octozzy ;6.02;6;6;6;8;11;6;14;9;16;13;16;14;11;14;24;28;36;33;271
229;4;1;Purple;Computers;Animity ;7.77;8;12;6;9;13;23;18;28;19;20;24;32;35;21;42;44;41;36;431
230;5;1;Brown;Sound;Octozzy ;4.24;12;18;19;22;24;20;32;30;23;52;34;48;67;64;55;81;38;93;732
231;1;2;Black;Tablets;Supranu ;56.8;10;3;8;8;10;6;6;3;5;4;4;3;3;3;4;3;2;0;85
232;2;2;Brown;Tablets;Kayosis;13.86;22;12;9;13;12;12;12;4;6;7;7;6;6;6;5;2;4;3;148
233;3;2;Orange;Computers;Transible ;10.26;34;28;34;14;18;24;15;19;18;22;15;8;14;7;9;9;7;7;302
234;4;2;Blue;Computers;Kayosis;1.59;31;39;23;28;22;38;21;20;21;16;16;15;12;12;8;13;12;8;355
235;5;2;Red;Accessories;Outise ;4.04;41;59;58;40;38;28;32;37;33;27;12;17;10;11;14;7;11;11;486
236;1;3;Orange;Games;Dynotri ;19.79;3;4;4;4;5;4;4;4;2;4;3;4;4;6;5;3;5;5;73
237;2;3;White;Telephone;Hyperive ;16.57;6;11;7;9;8;9;8;6;9;8;7;4;6;8;8;5;9;6;134
238;3;3;Orange;Computers;Animity ;10.89;19;11;16;9;13;10;12;16;18;11;15;13;10;11;11;12;16;16;239
239;4;3;Blue;Games;Hyperive ;7.29;21;30;19;27;30;32;19;25;27;13;29;20;29;22;23;21;22;21;430
240;5;3;Red;Games;Verer ;3.55;43;51;32;43;43;21;33;20;34;40;28;27;27;44;27;19;32;30;594
241;1;1;Black;Smart home;Outise ;44.87;2;2;1;2;1;2;3;4;3;5;6;6;4;8;4;8;9;9;79
242;2;1;Blue;Sound;Octozzy ;19;4;4;3;5;3;5;7;8;6;10;8;11;6;11;11;7;12;13;134
243;3;1;Gray;Smart home;Transible ;8.73;5;7;4;7;9;9;9;12;15;13;12;13;16;13;24;28;22;18;236
244;4;1;Blue;Smart home;Outise ;2.14;8;8;5;11;2;13;10;18;18;20;22;17;19;27;31;38;24;41;332
245;5;1;Brown;Kitchen;Animity ;2.22;21;35;29;27;22;47;26;37;29;63;47;59;72;80;69;47;76;82;868
246;1;2;Yellow;Accessories;Transible ;49.41;6;4;4;5;5;4;4;5;4;3;3;2;2;2;2;1;2;2;60
247;2;2;Green;Photography;Transible ;8.05;23;14;10;10;12;12;10;11;9;8;8;8;4;6;6;3;3;4;161
248;3;2;Blue;Photography;Kayosis;6.98;23;41;24;22;17;12;24;14;13;9;5;11;12;11;8;8;8;8;270
249;4;2;Blue;Tablets;Kayosis;11.82;39;38;23;24;24;18;19;21;15;9;14;11;13;11;8;7;3;6;303
250;5;2;Brown;Smart home;Supranu ;2.15;91;80;93;62;65;40;42;56;55;49;28;20;30;30;35;17;16;24;833
251;1;3;Black;Games;Hyperive ;22.92;4;5;6;4;6;4;3;5;4;6;5;5;4;6;6;7;6;6;92
252;2;3;White;Telephone;Dynotri ;5.49;11;11;13;14;15;10;15;13;13;13;14;12;12;9;8;13;12;13;221
253;3;3;Gray;Telephone;Verer ;8.57;14;16;9;11;11;11;19;10;16;14;14;12;17;16;13;14;9;20;246
254;4;3;Purple;Telephone;Verer ;2.46;10;11;19;10;22;20;25;15;19;12;21;17;20;21;13;19;19;17;310
255;5;3;Black;Computers;Hyperive ;2.29;50;50;64;56;37;43;53;44;57;48;59;79;42;65;33;57;74;29;940
256;1;1;Black;Smart home;Animity ;24.15;1;1;3;2;3;5;2;7;4;4;5;11;10;6;15;12;14;14;119
257;2;1;White;Smart home;Outise ;7.99;5;7;4;3;7;5;12;9;9;9;10;15;15;8;16;18;23;18;193
258;3;1;Gray;Kitchen;Mudeo ;7.86;4;5;6;8;4;6;9;11;10;11;14;19;14;21;24;19;27;29;241
259;4;1;Blue;Kitchen;Octozzy ;1.03;10;5;9;6;9;12;21;17;23;25;27;16;23;21;40;31;47;26;368
260;5;1;Red;Sound;Transible ;2.37;17;15;13;19;21;18;20;35;23;44;39;42;47;32;42;63;69;39;598
261;1;2;Black;Accessories;Kayosis;10.19;8;6;5;9;4;5;2;3;5;4;4;2;2;1;3;3;1;2;69
262;2;2;White;Sound;Transible ;18.99;13;9;12;6;8;6;7;8;6;3;6;4;3;6;3;3;3;4;110
263;3;2;Gray;Telephone;Transible ;4.54;23;38;32;16;16;28;16;11;13;12;15;12;14;10;7;5;6;8;282
264;4;2;Orange;Tablets;Kayosis;6.08;31;45;40;52;31;25;29;16;23;17;17;17;7;17;10;14;12;9;412
265;5;2;Red;Photography;Kayosis;5.9;62;59;27;30;34;32;32;37;25;17;23;19;25;18;19;12;14;16;501
266;1;3;Yellow;Telephone;Transible ;9.06;4;2;4;3;3;5;3;4;4;4;3;4;3;5;3;2;5;5;66
267;2;3;Green;Computers;Verer ;19.17;7;7;9;6;4;10;4;4;6;6;7;9;9;8;7;4;8;10;125
268;3;3;Gray;Games;Dynotri ;8.61;9;14;9;16;16;10;9;23;14;5;13;21;14;9;16;16;21;17;252
269;4;3;Blue;Accessories;Hyperive ;2.74;27;20;20;17;31;17;31;29;17;23;16;18;27;14;25;29;19;24;404
270;5;3;Red;Computers;Hyperive ;4.52;44;19;45;55;29;30;29;29;35;32;32;28;55;37;40;43;45;26;653
271;1;1;White;Smart home;Octozzy ;16.65;1;1;1;2;2;2;2;1;3;2;2;2;4;3;3;4;5;5;45
272;2;1;Purple;Television;Dynotri ;22.99;4;2;3;4;5;3;7;6;6;7;5;9;11;9;12;15;13;14;135
273;3;1;Orange;Television;Supranu ;5.72;7;7;7;7;10;7;8;13;11;6;14;13;19;21;20;22;25;20;237
274;4;1;Purple;Smart home;Octozzy ;4.36;8;10;10;12;9;14;10;19;32;18;17;28;30;33;30;26;69;58;433
275;5;1;Red;Television;Octozzy ;3.57;13;11;11;18;13;24;22;28;40;38;29;48;49;44;59;54;93;61;655
276;1;2;Yellow;Television;Supranu ;45.42;4;7;6;5;5;6;5;4;3;5;4;3;2;2;2;2;2;2;69
277;2;2;Green;Accessories;Supranu ;18.23;15;14;12;16;12;13;12;8;8;7;8;6;6;4;4;3;5;4;157
278;3;2;Black;Smart home;Transible ;1.61;29;17;17;24;19;13;11;12;12;10;12;11;10;10;9;4;5;5;230
279;4;2;Blue;Photography;Verer ;5;46;34;41;41;27;21;15;14;23;19;20;9;11;17;8;6;12;10;374
280;5;2;Red;Tablets;Supranu ;1.42;78;72;53;46;63;59;75;60;52;47;33;36;16;23;13;21;19;14;780
281;1;3;Black;Computers;Hyperive ;37.7;3;2;2;2;3;2;2;2;2;3;3;3;3;2;3;2;3;2;44
282;2;3;White;Smart home;Hyperive ;13.55;12;9;12;8;8;9;6;9;11;7;11;11;11;10;13;13;12;9;181
283;3;3;Gray;Games;Dynotri ;7.12;14;10;17;21;21;19;13;16;15;13;13;11;18;7;20;14;18;16;276
284;4;3;Blue;Games;Kayosis;2.18;19;14;17;28;20;28;24;11;31;34;28;25;25;32;18;34;27;20;435
285;5;3;Red;Computers;Verer ;7.6;27;31;33;23;27;26;25;20;27;20;31;23;36;14;38;32;33;21;487
286;1;1;Yellow;Television;Mudeo ;34.21;1;1;1;1;2;3;2;2;3;2;2;4;4;4;4;7;6;7;56
287;2;1;White;Kitchen;Mudeo ;10.1;4;4;5;4;4;6;8;4;11;10;10;9;14;18;18;19;16;24;188
288;3;1;Gray;Television;Mudeo ;9.39;6;6;6;9;9;9;8;10;14;15;14;19;13;20;23;31;31;29;272
289;4;1;Purple;Accessories;Transible ;4.51;8;9;5;9;10;10;10;18;15;17;19;23;21;21;28;23;26;29;301
290;5;1;Green;Television;Octozzy ;2.96;9;15;18;19;33;28;19;24;31;41;39;52;47;56;61;78;56;84;710
291;1;2;Purple;Tablets;Kayosis;30.25;8;10;8;9;5;3;4;6;4;4;4;3;2;2;3;1;2;1;79
292;2;2;White;Tablets;Transible ;13.47;13;18;19;15;14;8;11;10;8;8;6;6;6;5;5;5;3;4;164
293;3;2;Black;Accessories;Transible ;10.99;27;28;24;34;16;19;16;14;11;17;10;8;13;9;7;11;7;6;277
294;4;2;Blue;Accessories;Kayosis;11.98;16;35;34;26;28;25;27;21;12;17;19;9;4;11;8;7;8;8;315
295;5;2;Red;Accessories;Kayosis;3.69;86;80;41;63;59;48;39;37;42;24;30;20;25;15;20;10;22;10;671
296;1;3;Yellow;Telephone;Transible ;16.36;7;5;7;8;6;8;5;4;5;7;9;6;8;8;5;4;6;5;113
297;2;3;Purple;Games;Verer ;5.45;10;11;16;10;15;12;9;11;10;12;9;12;10;7;10;9;8;11;192
298;3;3;Brown;Games;Dynotri ;5.58;12;14;9;10;19;21;19;12;12;14;21;7;10;9;19;13;10;12;243
299;4;3;Purple;Television;Transible ;3.18;22;24;26;26;31;21;30;24;19;16;31;22;18;23;26;30;22;29;440
300;5;3;Red;Photography;Hyperive ;3.2;27;33;34;19;17;28;24;29;41;44;30;19;29;26;23;29;23;33;508
301;1;1;Yellow;Sound;Supranu ;5.62;2;3;3;3;4;5;6;3;5;4;5;8;8;9;11;8;15;16;118
302;2;1;Red;Accessories;Outise ;13.76;3;3;3;4;4;4;6;2;4;7;10;8;6;13;14;13;16;13;133
303;3;1;Orange;Television;Mudeo ;6.13;6;6;10;10;13;11;10;10;8;16;23;20;11;25;35;37;32;30;313
304;4;1;Purple;Smart home;Octozzy ;8.09;10;11;7;9;11;15;10;17;17;14;24;23;23;34;24;35;36;33;353
305;5;1;Gray;Smart home;Outise ;1.99;20;24;40;34;23;16;32;52;63;58;52;72;82;69;72;124;123;40;996
306;1;2;Brown;Photography;Supranu ;54.19;3;2;2;2;2;1;2;1;1;1;1;1;1;1;1;0;0;1;23
307;2;2;White;Accessories;Transible ;2.36;15;6;9;13;8;9;12;11;5;6;5;4;3;6;5;2;3;3;125
308;3;2;Gray;Tablets;Transible ;3.86;30;11;17;18;30;11;18;8;10;8;9;11;9;5;8;7;5;5;220
309;4;2;Blue;Television;Transible ;4.81;59;39;34;41;45;31;33;26;24;18;25;10;14;6;14;9;11;7;446
310;5;2;Green;Kitchen;Transible ;1.65;70;51;64;42;25;54;39;44;38;30;24;29;19;12;22;11;15;18;607
311;1;3;Black;Computers;Hyperive ;44.5;4;4;4;3;4;4;4;4;5;3;3;4;4;4;5;4;4;4;71
312;2;3;Green;Games;Dynotri ;5.44;9;9;10;10;9;13;9;9;8;11;10;9;6;12;10;11;9;12;176
313;3;3;Gray;Telephone;Hyperive ;10.63;6;11;14;15;14;11;17;9;14;9;10;8;13;10;11;12;16;13;213
314;4;3;Red;Photography;Transible ;5.49;20;13;15;16;13;16;15;22;22;20;13;22;18;20;14;14;15;18;306
315;5;3;Red;Telephone;Kayosis;1.55;47;39;45;43;36;45;43;45;38;39;30;41;35;27;51;12;51;51;718
316;1;1;Black;Kitchen;Outise ;8.86;2;3;2;2;4;4;3;6;5;5;7;6;6;10;7;8;13;12;105
317;2;1;Green;Television;Verer ;4.37;4;5;5;5;6;8;9;8;9;11;11;12;18;22;16;16;19;25;209
318;3;1;Gray;Photography;Outise ;6.16;7;5;5;5;7;7;13;7;16;18;10;20;20;24;18;18;34;31;265
319;4;1;Purple;Tablets;Octozzy ;1.67;6;9;8;10;12;13;10;13;17;16;29;28;22;30;28;27;40;29;347
320;5;1;Red;Smart home;Animity ;4.69;11;18;16;23;22;19;46;37;37;31;41;59;64;79;56;79;70;85;793
321;1;2;Black;Photography;Transible ;6.38;13;10;8;9;6;6;6;3;4;4;4;1;3;3;3;3;2;1;89
322;2;2;Purple;Accessories;Transible ;11.02;22;15;11;16;21;15;8;7;10;9;10;6;7;4;7;6;7;4;185
323;3;2;Gray;Computers;Transible ;5.43;24;32;18;21;20;19;17;13;19;18;12;13;9;13;10;11;7;6;282
324;4;2;Blue;Accessories;Supranu ;11.92;22;31;27;20;34;15;15;16;16;16;17;18;11;9;14;8;9;7;305
325;5;2;Brown;Telephone;Kayosis;4.26;65;52;44;35;34;42;34;32;30;18;22;21;8;15;15;17;17;12;513
326;1;3;Yellow;Smart home;Dynotri ;42.89;3;4;3;4;3;3;3;4;3;3;2;3;5;3;2;3;2;3;56
327;2;3;Green;Computers;Hyperive ;11.52;8;13;12;7;13;13;9;11;10;12;12;12;13;8;10;9;11;12;195
328;3;3;Gray;Computers;Outise ;10.35;12;14;7;14;12;11;11;10;5;15;15;10;11;13;8;15;4;16;203
329;4;3;Purple;Computers;Mudeo ;9.11;26;17;22;18;18;17;26;15;31;17;20;13;28;23;18;21;19;14;363
330;5;3;Red;Telephone;Hyperive ;4.52;24;35;41;28;29;19;25;35;35;35;13;40;45;44;32;39;37;34;590
331;1;1;Yellow;Smart home;Mudeo ;14.3;2;2;3;3;3;3;3;3;4;6;4;7;6;7;12;9;10;12;99
332;2;1;Green;Smart home;Octozzy ;18.04;3;4;5;5;3;5;4;8;5;10;6;6;11;11;10;10;12;18;136
333;3;1;Gray;Kitchen;Animity ;9.25;7;10;8;10;7;7;10;13;15;12;14;15;15;19;19;32;27;37;277
334;4;1;Yellow;Kitchen;Mudeo ;6.32;6;7;10;12;13;11;7;12;25;18;27;21;29;30;30;51;41;51;401
335;5;1;Brown;Sound;Animity ;1.74;13;17;22;26;19;21;25;43;37;34;33;33;51;51;39;71;63;60;658
336;1;2;Black;Tablets;Supranu ;46.46;5;5;2;3;4;1;2;2;2;1;1;1;1;1;1;1;1;1;35
337;2;2;Yellow;Tablets;Transible ;9.02;18;10;16;15;16;12;11;12;9;7;7;5;8;5;3;4;5;3;166
338;3;2;Orange;Tablets;Mudeo ;5;31;21;31;29;25;12;21;18;10;8;14;7;6;7;8;9;6;4;267
339;4;2;Purple;Computers;Kayosis;8.76;27;32;40;20;30;18;19;16;15;17;13;16;10;7;9;6;8;5;308
340;5;2;Purple;Accessories;Dynotri ;5.15;78;53;58;44;42;31;39;24;25;29;16;16;12;17;12;18;8;15;537
341;1;3;Yellow;Computers;Transible ;24.78;3;3;3;6;3;6;6;7;7;4;6;7;6;5;5;5;6;4;92
342;2;3;Green;Accessories;Hyperive ;15.22;11;8;6;12;9;12;9;11;8;7;6;10;11;12;10;9;8;9;168
343;3;3;Gray;Accessories;Supranu ;12.15;10;11;12;19;10;16;16;7;9;13;11;18;10;4;17;19;10;13;225
344;4;3;Blue;Telephone;Transible ;3.65;20;11;14;22;19;15;14;17;15;25;21;15;15;16;19;22;19;19;318
345;5;3;Red;Photography;Animity ;6.24;36;38;35;38;40;26;33;31;33;38;45;40;31;43;47;43;30;26;653
346;1;1;Black;Smart home;Animity ;22.51;3;4;3;2;3;5;5;4;5;6;9;6;8;7;9;9;12;17;117
347;2;1;Gray;Television;Mudeo ;15.21;5;6;5;2;8;7;7;6;13;14;13;10;12;17;10;23;25;26;209
348;3;1;Orange;Smart home;Outise ;14.35;5;6;7;9;5;8;8;7;6;15;12;17;22;20;23;22;18;15;225
349;4;1;Blue;Kitchen;Hyperive ;5.27;6;8;6;8;9;10;14;16;14;15;14;16;13;17;14;25;24;29;258
350;5;1;Brown;Television;Mudeo ;3.41;9;23;18;25;17;23;18;28;23;42;48;67;39;45;33;28;91;108;685
351;1;2;Blue;Photography;Outise ;40.18;9;9;5;12;7;9;5;5;4;4;4;3;4;2;3;2;3;2;92
352;2;2;Green;Kitchen;Supranu ;18.87;23;20;12;19;7;14;9;11;7;10;8;6;8;5;5;5;5;3;177
353;3;2;Gray;Accessories;Dynotri ;8.75;18;33;23;23;23;14;14;10;14;10;12;9;10;8;8;6;4;7;246
354;4;2;Purple;Accessories;Kayosis;3.31;65;42;34;18;27;7;24;27;22;22;14;15;20;10;10;12;10;14;393
355;5;2;Blue;Sound;Supranu ;4.49;80;51;43;35;51;42;31;28;29;31;29;27;18;18;12;14;15;15;569
356;1;3;Black;Telephone;Animity ;63.98;4;3;3;4;2;5;4;2;3;3;4;5;3;2;3;3;2;3;58
357;2;3;White;Smart home;Verer ;6.11;5;4;8;4;6;6;8;9;9;6;9;11;5;8;8;9;6;7;128
358;3;3;Yellow;Telephone;Hyperive ;3.74;14;17;15;16;9;18;15;23;11;18;17;13;15;13;23;23;20;15;295
359;4;3;Purple;Computers;Supranu ;1.43;23;28;26;18;22;19;26;20;35;23;26;17;25;25;16;12;25;20;406
360;5;3;Red;Games;Dynotri ;2.05;41;24;56;37;19;62;49;42;22;46;58;28;55;52;39;42;34;31;737
361;1;1;Black;Sound;Octozzy ;16.58;1;1;2;2;2;3;2;2;1;4;3;3;5;6;8;5;5;9;64
362;2;1;Black;Television;Mudeo ;11.25;2;4;5;6;4;5;7;7;7;8;8;7;10;10;16;15;16;7;144
363;3;1;Orange;Sound;Hyperive ;4.29;7;6;6;9;10;8;10;15;14;14;10;19;16;21;22;20;35;40;282
364;4;1;Blue;Kitchen;Mudeo ;3.52;2;9;12;12;15;13;15;15;9;10;12;15;22;18;33;16;40;42;310
365;5;1;Red;Smart home;Octozzy ;3.66;7;14;16;16;19;27;24;23;24;21;19;20;31;55;40;60;71;59;546
366;1;2;Yellow;Photography;Supranu ;42.04;4;5;6;4;5;4;5;4;3;3;3;4;2;2;1;2;1;1;59
367;2;2;White;Photography;Mudeo ;8.01;22;16;18;16;13;14;14;13;10;10;7;6;7;2;3;6;4;4;185
368;3;2;Orange;Tablets;Outise ;16.29;10;30;21;25;23;17;11;17;9;12;11;6;8;9;5;3;6;5;228
369;4;2;Blue;Accessories;Transible ;1.67;42;34;23;33;19;26;23;22;23;14;17;15;14;12;13;6;7;7;350
370;5;2;Brown;Games;Supranu ;2.01;78;72;96;101;87;40;47;47;38;40;37;29;46;24;29;31;23;14;879
371;1;3;Yellow;Games;Hyperive ;26.83;6;4;3;5;4;7;5;4;6;4;6;9;5;4;5;6;6;5;94
372;2;3;Green;Games;Dynotri ;13.09;11;9;6;10;11;12;8;10;8;11;7;4;9;10;9;9;9;10;163
373;3;3;Gray;Telephone;Dynotri ;6.75;15;13;20;15;15;16;11;13;8;15;14;18;16;19;15;11;17;19;270
374;4;3;Purple;Accessories;Supranu ;3.27;25;23;22;19;30;26;26;12;23;28;28;11;25;22;24;18;29;23;414
375;5;3;Yellow;Kitchen;Dynotri ;3.44;32;35;23;32;39;38;40;38;23;26;46;26;33;29;28;26;33;26;573
376;1;1;Yellow;Smart home;Outise ;13.03;3;3;3;2;4;4;4;5;4;6;5;6;7;12;11;7;17;14;117
377;2;1;Purple;Sound;Verer ;14.7;3;2;4;3;3;5;7;6;7;7;5;8;10;8;14;10;9;17;128
378;3;1;Gray;Smart home;Animity ;11.18;6;7;8;8;6;6;9;14;9;10;14;21;21;13;20;16;18;37;243
379;4;1;Blue;Sound;Mudeo ;9.03;12;10;11;16;13;13;14;23;22;8;25;27;27;45;30;61;36;38;431
380;5;1;Red;Kitchen;Transible ;7.5;9;7;13;17;13;15;22;21;24;33;27;20;38;28;48;45;41;87;508
381;1;2;Black;Accessories;Kayosis;28.33;9;5;8;6;6;6;6;6;4;5;3;3;1;3;2;3;2;2;80
382;2;2;Green;Tablets;Transible ;8.65;19;24;33;26;17;14;10;17;11;11;6;8;6;5;7;5;3;2;224
383;3;2;Gray;Tablets;Kayosis;15.47;33;33;18;24;19;13;17;18;21;9;15;9;6;8;8;2;5;4;262
384;4;2;Yellow;Sound;Transible ;2.21;26;42;47;40;43;42;22;24;20;23;27;12;26;11;11;14;8;10;448
385;5;2;Brown;Kitchen;Transible ;5.2;36;32;50;34;56;55;35;30;5;29;12;22;18;21;21;11;7;8;482
386;1;3;Black;Computers;Mudeo ;17.73;4;5;5;5;5;5;7;4;5;4;5;4;5;6;4;7;6;4;90
387;2;3;Green;Sound;Verer ;8.22;9;9;5;11;13;11;13;10;13;10;11;11;9;8;5;10;15;9;182
388;3;3;Purple;Television;Hyperive ;4.76;5;13;15;12;11;13;12;12;10;16;20;15;6;12;5;13;13;12;215
389;4;3;Purple;Games;Animity ;4.6;13;22;22;24;15;15;23;16;21;21;10;18;21;14;8;17;18;22;320
390;5;3;Brown;Computers;Verer ;6.62;26;40;23;18;28;21;20;34;43;34;31;24;30;28;23;42;34;36;535
391;1;1;Brown;Sound;Outise ;36.01;2;3;1;3;3;4;4;7;6;5;6;9;8;6;0;10;15;15;107
392;2;1;White;Photography;Outise ;15.87;3;6;4;6;5;6;6;7;4;11;5;8;14;14;13;11;15;17;155
393;3;1;Gray;Television;Hyperive ;7.8;5;6;7;7;11;4;9;9;6;17;17;17;16;13;21;27;29;23;244
394;4;1;Blue;Television;Mudeo ;4.19;8;11;14;12;11;15;18;17;9;20;29;30;28;28;26;50;36;40;402
395;5;1;Brown;Telephone;Octozzy ;5.1;8;12;13;17;17;18;21;29;22;22;46;39;47;31;61;71;84;13;571
396;1;2;Brown;Tablets;Kayosis;8.04;3;6;6;6;5;6;4;4;3;3;3;2;3;1;1;2;1;2;61
397;2;2;Green;Accessories;Transible ;15.91;11;16;21;9;10;10;11;6;8;11;6;5;5;5;6;4;4;4;152
398;3;2;Yellow;Photography;Mudeo ;9.05;27;25;18;11;17;13;11;8;15;15;11;9;7;11;8;5;4;6;221
399;4;2;Purple;Smart home;Supranu ;6.62;51;36;37;42;18;28;22;24;12;30;11;15;15;18;12;10;6;8;395
400;5;2;Brown;Accessories;Kayosis;4.05;63;16;32;31;27;24;35;23;16;27;21;21;19;18;8;11;12;8;412
401;1;3;Yellow;Telephone;Dynotri ;10.02;6;5;7;7;8;4;7;6;7;5;5;4;6;4;8;3;4;5;101
402;2;3;White;Telephone;Mudeo ;14.05;10;10;14;14;8;7;13;9;12;14;7;5;13;12;11;10;8;12;189
403;3;3;Brown;Games;Hyperive ;3.6;12;14;12;15;13;17;18;16;20;16;8;18;14;20;15;22;14;10;274
404;4;3;Purple;Telephone;Hyperive ;6.15;18;13;17;15;25;24;15;25;22;20;19;19;19;20;19;14;20;14;338
405;5;3;Brown;Telephone;Verer ;3.02;41;24;36;65;30;28;35;37;34;21;41;21;48;37;25;35;22;50;630
406;1;1;Yellow;Kitchen;Mudeo ;38.25;3;2;3;3;3;3;5;2;6;4;5;5;7;9;8;5;9;12;94
407;2;1;White;Sound;Transible ;25.27;4;4;4;5;7;5;3;6;11;12;10;13;6;17;16;8;19;8;158
408;3;1;Red;Sound;Animity ;10.61;5;5;7;6;7;7;10;9;11;8;12;12;15;19;23;28;25;21;230
409;4;1;Blue;Telephone;Animity ;9.09;9;10;11;10;10;16;9;10;27;12;18;30;26;19;25;25;31;22;320
410;5;1;Red;Kitchen;Outise ;3.32;19;23;20;30;32;38;44;35;31;44;58;54;51;61;38;97;69;69;813
411;1;2;Yellow;Accessories;Transible ;47.65;5;7;9;4;6;6;5;6;5;4;3;3;2;3;2;2;2;2;76
412;2;2;Green;Photography;Supranu ;14.76;20;20;19;22;13;15;17;6;7;7;11;9;4;8;4;4;5;4;195
413;3;2;Orange;Tablets;Animity ;13.11;26;26;23;24;16;24;14;20;12;15;12;12;12;5;6;8;6;6;267
414;4;2;Blue;Photography;Supranu ;3.87;27;20;54;21;21;39;32;21;27;15;12;11;12;11;12;9;6;8;358
415;5;2;Brown;Tablets;Kayosis;3.62;65;44;38;59;46;32;20;33;22;26;15;17;22;15;9;16;12;13;504
416;1;3;Black;Telephone;Kayosis;33.88;4;8;7;7;6;6;4;10;5;6;5;5;5;7;8;9;5;6;113
417;2;3;Gray;Games;Hyperive ;4.66;11;13;9;7;12;13;8;7;16;12;10;12;9;8;10;9;15;12;193
418;3;3;Gray;Games;Verer ;0.91;19;14;10;18;17;13;18;6;17;16;19;10;19;18;14;18;16;15;277
419;4;3;Blue;Computers;Hyperive ;7.7;25;16;24;21;18;19;20;24;15;21;27;19;17;24;24;19;17;11;361
420;5;3;Brown;Kitchen;Dynotri ;1.51;23;35;23;33;23;33;37;39;19;24;25;16;22;27;18;34;25;26;482
421;1;1;Gray;Sound;Outise ;0.22;1;1;1;1;1;1;1;2;1;1;2;2;2;2;2;2;5;4;32
422;2;1;Gray;Sound;Animity ;10.77;2;4;6;2;5;5;6;8;7;10;10;10;19;13;17;21;15;11;171
423;3;1;Orange;Kitchen;Octozzy ;7.1;5;6;8;9;8;8;10;10;9;5;13;12;14;10;13;20;19;35;214
424;4;1;Blue;Television;Supranu ;5.29;9;6;8;9;12;19;12;8;15;20;15;22;17;22;24;36;31;46;331
425;5;1;Brown;Smart home;Animity ;1.35;18;20;22;17;23;36;30;30;41;54;57;48;43;44;76;93;77;82;811
426;1;2;Yellow;Tablets;Transible ;40.17;13;10;8;8;4;6;7;2;5;6;4;3;4;5;2;3;2;2;94
427;2;2;White;Tablets;Animity ;9.81;13;22;17;19;13;14;13;9;9;15;6;6;5;6;4;4;3;3;181
428;3;2;Orange;Tablets;Kayosis;10.97;30;22;31;18;25;24;16;9;18;8;12;8;9;8;9;5;6;6;264
429;4;2;Blue;Accessories;Outise ;2.86;36;25;55;31;25;31;21;15;20;20;19;11;14;14;12;14;9;11;383
430;5;2;Brown;Tablets;Supranu ;3.47;40;43;28;50;42;28;39;29;18;21;29;16;24;12;15;13;10;15;472
431;1;3;Black;Games;Verer ;28.48;4;2;3;4;4;2;3;4;3;4;3;3;4;3;4;3;4;3;60
432;2;3;Green;Accessories;Supranu ;10.32;7;9;7;11;13;4;8;12;7;11;9;9;8;9;8;9;13;9;163
433;3;3;Black;Telephone;Hyperive ;6.05;13;10;8;9;9;17;12;17;12;16;14;9;11;13;13;18;17;8;226
434;4;3;Blue;Games;Kayosis;5.08;18;32;26;27;22;26;32;9;12;25;20;19;22;33;24;27;17;32;423
435;5;3;Red;Telephone;Dynotri ;2.4;32;49;51;47;67;49;55;57;44;44;21;44;45;49;33;65;27;45;824
436;1;1;Black;Television;Mudeo ;20.96;1;1;3;2;3;3;2;4;3;3;5;3;4;5;7;9;3;7;68
437;2;1;Green;Television;Octozzy ;14.04;4;6;4;6;3;8;5;10;6;7;16;9;17;11;13;21;17;23;186
438;3;1;White;Smart home;Animity ;6.49;6;8;7;8;7;10;8;14;11;12;11;11;17;20;19;26;22;32;249
439;4;1;Brown;Kitchen;Animity ;2.61;7;9;7;8;10;13;13;13;12;12;16;13;22;21;25;30;20;34;285
440;5;1;Brown;Smart home;Mudeo ;4.07;10;15;16;8;21;15;35;32;40;40;28;38;22;39;52;45;54;62;572
441;1;2;Black;Photography;Kayosis;24.64;9;13;9;9;7;6;5;7;4;3;5;5;2;2;4;3;3;3;99
442;2;2;Gray;Photography;Transible ;17.15;15;15;18;16;21;9;8;11;9;7;7;8;8;10;7;5;4;3;181
443;3;2;Orange;Accessories;Dynotri ;5.57;28;17;39;33;17;21;15;16;14;14;10;12;13;5;6;6;4;6;276
444;4;2;Purple;Computers;Supranu ;5.62;42;32;48;46;36;28;22;18;30;19;12;19;16;8;13;8;11;9;417
445;5;2;Brown;Tablets;Kayosis;0.91;83;68;60;44;54;61;52;30;15;33;26;30;24;20;16;14;16;19;665
